Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","182","Réunion","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","843.984","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","183","Roumanie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","20227.469","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","64525.312","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10549.673","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","495.773","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","282","Saint-Barthélemy","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","9.439","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","187","Sainte-Hélène, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5.414","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","176.646","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","49.887","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","32.105","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","281","Saint-Martin (partie française)","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","37.009","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","6.258","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","94","Saint-Siège","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","0.804","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","108.435","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","189.089","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","5","Samoa américaines","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","55.667","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","193","Sao Tomé-et-Principe","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","188.404","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","195","Sénégal","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","13401.992","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","8940.113","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","92.603","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","6712.584","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5369.476","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","280","Sint Maarten (partie néerlandaise)","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","36.241","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5414.889","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","198","Slovénie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","2057.823","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","12715.503","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","36193.783","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10113.649","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","20532.6","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","210","Suède","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","9542.812","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","8008.012","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","541.245","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","7874.835","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","12784.75","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","167","Tchéquie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10581.293","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","216","Thaïlande","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","67835.962","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1132.994","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","6773.809","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","218","Tokélaou","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1.167","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","102.737","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","220","Trinité-et-Tobago","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1344.819","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10847.002","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","213","Turkménistan","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5267.9","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","74651.05","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10.739","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","45453.806","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","3378.975","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","249.499","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","236","Venezuela (République bolivarienne du)","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","29360.837","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","89801.926","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","249","Yémen","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","24473.178","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","14465.15","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","13115.15","X","Sources internationales sûres",""
